symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName,country,isEtf,isFund,isActivelyTrading,roce_2024,operating_margin_2024,revenue_growth_2024,roce_2014,operating_margin_2014,revenue_growth_2014,roce_2015,operating_margin_2015,revenue_growth_2015,roce_2016,operating_margin_2016,revenue_growth_2016,roce_2017,operating_margin_2017,revenue_growth_2017,roce_2018,operating_margin_2018,revenue_growth_2018,roce_2019,operating_margin_2019,revenue_growth_2019,roce_2020,operating_margin_2020,revenue_growth_2020,roce_2021,operating_margin_2021,revenue_growth_2021,roce_2022,operating_margin_2022,revenue_growth_2022,roce_2023,operating_margin_2023,revenue_growth_2023,roce_growth,roce_current_year,operating_margin_growth,operating_margin_current_year,revenue_growth_current_year,roce_growth_rank,operating_margin_growth_rank,revenue_growth_current_year_rank,roce_current_year_rank,operating_margin_current_year_rank,final_score,final_rank
FDX,FedEx Corporation,73.95,Industrials,Integrated Freight & Logistics,1.177,302.67,5.52,665153,New York Stock Exchange,NYSE,US,False,False,True,7.69,6.38,-0.12,12.41,7.56,2.89,6.0,3.93,4.14,8.09,6.11,6.14,12.4,8.35,19.76,11.1,7.24,8.51,9.84,6.41,6.48,5.2,4.75,-0.68,8.47,6.98,21.3,8.71,6.68,11.38,6.68,5.45,-3.59,-0.048918293465032986,7.69,-0.00019185172575757046,6.38,-0.12,2383.0,2023.0,2387.0,232.0,243.0,1453.4,2490.0
VRTS,"Virtus Investment Partners, Inc.",1.73,Financial Services,Asset Management,1.444,246.97,9.0,20415,NASDAQ Global Select,NASDAQ,US,False,False,True,4.92,19.27,5.3,21.95,29.14,15.71,10.73,21.14,-15.26,7.25,15.79,-15.37,2.38,13.67,31.91,4.83,20.51,29.91,9.47,44.22,1.98,7.59,42.64,7.29,8.83,33.39,61.58,8.74,36.42,-9.54,4.29,18.0,-4.56,-0.2287723681240918,4.92,0.016124351096762152,19.27,5.3,2758.0,1608.0,1477.0,415.0,689.0,1453.45,2491.0
WHOSX,Wasatch-Hoisington U.S. Treasury Fund,0.18,Financial Services,Asset Management,2.22,11.29,0.386,0,NASDAQ,NASDAQ,US,False,True,True,4.05,87.82,1.47,4.9,85.36,-2.94,4.74,87.8,-3.14,4.64,87.9,-0.62,4.83,87.7,-0.12,4.82,87.85,-1.85,4.66,88.01,-2.6,4.5,87.05,-8.03,3.7,85.5,-8.02,3.75,85.67,-11.08,3.95,87.13,-0.76,-0.07993701035314142,4.05,-8.767338362294118e-05,87.82,1.47,2491.0,2000.0,1989.0,473.0,189.0,1453.4999999999998,2492.0
PBHC,"Pathfinder Bancorp, Inc.",0.1,Financial Services,Banks - Regional,0.241,17.1,0.4,10275,NASDAQ Capital Market,NASDAQ,US,False,False,True,0.07,1.85,32.49,1.29,31.24,9.5,1.11,28.85,10.05,1.16,33.45,6.68,1.26,39.2,11.56,1.52,46.02,8.42,0.47,16.41,11.98,0.67,21.62,15.03,1.25,36.4,14.62,1.81,52.17,6.2,0.88,28.62,-11.27,-0.007140715977573229,0.07,-0.07701732849966483,1.85,32.49,2083.0,2480.0,525.0,898.0,893.0,1453.6999999999998,2493.0
GPRO,"GoPro, Inc.",0.19,Technology,Consumer Electronics,1.559,1.23,0.0,786451,NASDAQ Global Select,NASDAQ,US,False,False,True,-31.1,-11.01,-10.89,28.38,13.42,41.44,6.78,3.38,16.19,-75.82,-31.46,-26.82,-34.07,-13.86,-0.48,-23.56,-8.18,-2.66,0.03,0.01,4.03,-7.24,-4.13,-25.34,14.42,9.75,30.18,4.86,3.56,-5.82,-10.95,-7.51,-8.05,-2.206422837343767e-05,-31.1,-4.4002137587237315e-05,-11.01,-10.89,1789.0,1988.0,3108.0,388.0,330.0,1454.6499999999999,2494.0
PPG,"PPG Industries, Inc.",28.85,Basic Materials,Chemicals - Specialty,1.254,124.37,2.66,770065,New York Stock Exchange,NYSE,US,False,False,True,12.22,11.43,-1.18,17.6,10.09,1.67,14.84,12.07,-0.2,22.79,13.44,-3.78,20.25,13.46,-0.01,14.51,11.0,4.23,18.33,12.03,-1.48,12.14,12.93,-8.66,10.97,10.84,21.45,10.75,9.76,5.06,16.78,15.26,3.37,-0.23390301422722942,12.22,0.0004079583267013094,11.43,-1.18,2767.0,1846.0,2530.0,32.0,39.0,1454.65,2495.0
AMN,"AMN Healthcare Services, Inc.",0.99,Healthcare,Medical - Care Facilities,0.131,26.03,0.0,491865,New York Stock Exchange,NYSE,US,False,False,True,6.24,4.37,-19.05,13.48,6.55,2.39,20.48,8.81,41.22,21.01,10.07,30.02,21.49,10.68,4.53,17.11,9.5,7.42,11.39,7.96,4.03,7.73,6.24,7.72,22.1,12.0,66.45,31.87,12.34,31.6,14.92,8.93,-27.73,-0.005967052537591887,6.24,-0.00010367474085412835,4.37,-19.05,2057.0,2006.0,3218.0,132.0,151.0,1454.7500000000002,2496.0
TERN,"Terns Pharmaceuticals, Inc.",0.53,Healthcare,Biotechnology,-0.334,6.24,0.0,697184,NASDAQ Global Select,NASDAQ,US,False,False,True,-27.26,-7562.78,,,,,,,,,,,,,,,,,,,,,,,-30.92,-4986.0,,,,,,,,1.22,-27.26,-858.9266666666666,-7562.78,,357.0,3470.0,3454.0,312.0,458.0,1455.35,2497.0
NCLH,Norwegian Cruise Line Holdings Ltd.,11.82,Consumer Cyclical,Travel Services,2.682,26.89,0.0,3261890,New York Stock Exchange,NYSE,US,False,False,True,10.16,14.93,9.44,5.3,16.09,21.62,7.1,16.17,39.0,8.68,18.99,12.18,9.04,19.44,10.71,10.11,20.13,12.21,8.99,18.23,6.73,-21.13,-272.22,-80.19,-17.02,-393.89,-49.37,-11.49,-32.04,647.51,6.92,10.89,76.51,-0.10182809624817955,10.16,-0.8890258315604226,14.93,9.44,2541.0,3034.0,1117.0,161.0,68.0,1455.4,2498.0
CCL,Carnival Corporation & plc,31.88,Consumer Cyclical,Leisure,2.668,25.43,0.0,7824531,New York Stock Exchange,NYSE,US,False,False,True,9.05,13.88,13.37,5.5,11.28,2.77,7.97,16.38,-1.07,9.64,18.74,4.3,8.78,16.04,6.84,10.02,17.61,7.83,9.12,15.73,10.3,-19.74,-158.47,-73.14,-16.51,-371.54,-65.89,-10.65,-35.98,537.79,5.2,9.06,77.44,-0.1546689440772817,9.05,-0.8087847383201894,13.88,13.37,2653.0,3011.0,929.0,179.0,77.0,1456.0,2499.0
CUK,Carnival Corporation & plc,31.91,Consumer Cyclical,Leisure,2.668,22.99,0.0,686990,New York Stock Exchange,NYSE,US,False,False,True,9.05,13.88,13.37,5.5,11.28,2.77,7.97,16.38,-1.07,9.64,18.74,4.3,8.78,16.04,6.84,10.02,17.61,7.83,9.12,15.73,10.3,-19.74,-158.47,-73.14,-16.51,-371.54,-65.89,-10.65,-35.98,537.79,5.2,9.06,77.44,-0.1546689440772817,9.05,-0.8087847383201894,13.88,13.37,2653.0,3011.0,929.0,179.0,77.0,1456.0,2499.0
AKAM,"Akamai Technologies, Inc.",14.12,Technology,Software - Infrastructure,0.678,94.02,0.0,763844,NASDAQ Global Select,NASDAQ,US,False,False,True,7.0,14.49,4.05,13.35,24.93,24.46,12.09,21.21,11.89,11.49,19.64,6.49,7.64,12.63,6.96,8.53,13.35,8.45,8.69,18.97,6.6,9.4,20.59,10.52,10.66,22.63,8.23,9.04,18.7,4.49,7.8,18.56,5.4,-0.24152501933496706,7.0,-0.03150615594409855,14.49,4.05,2780.0,2327.0,1630.0,163.0,93.0,1456.1,2501.0
VLGEA,"Village Super Market, Inc.",0.43,Consumer Defensive,Grocery Stores,0.264,32.37,1.0,12828,NASDAQ Global Select,NASDAQ,US,False,False,True,7.69,2.77,0.0,9.58,1.96,2.86,12.89,2.75,4.29,12.63,2.71,3.23,11.35,2.54,-1.86,8.81,2.08,0.46,8.9,2.11,1.95,4.02,1.68,9.8,3.96,1.44,12.51,5.08,1.89,1.51,8.31,3.03,5.12,-0.2863926036522841,7.69,4.129608267407329e-08,2.77,0.0,2819.0,1935.0,2186.0,80.0,103.0,1456.25,2502.0
RITM,Rithm Capital Corp.,5.85,Real Estate,REIT - Mortgage,1.788,11.25,1.0,2116348,New York Stock Exchange,NYSE,US,False,False,True,-0.55,-15.86,-61.57,9.97,107.97,52.58,4.05,157.14,-29.28,5.4,111.43,143.18,7.54,114.17,68.85,5.09,104.72,2.91,1.38,43.45,-2.58,-4.19,6530.02,-101.53,2.36,30.6,-14351.04,5.64,47.17,25.48,5.8,57.34,-1.54,-0.1437845572434675,-0.55,0.2803854109756821,-15.86,-61.57,2636.0,1059.0,3363.0,196.0,210.0,1456.45,2503.0
ADVM,"Adverum Biotechnologies, Inc.",0.14,Healthcare,Biotechnology,1.008,6.64,0.0,196068,NASDAQ Global Market,NASDAQ,US,False,False,True,-55.1,4380.77,-172.22,-15.6,-4266.08,19.17,-18.55,-2062.23,305.42,-51.31,-7923.3,-37.26,-30.77,-3182.64,27.08,-38.51,-4843.73,-12.82,-33.71,-27418.0,-84.49,,,,-34.92,-1948.29,,,,,-83.59,-3438.64,,-2.453608035646255,-55.1,16.574975005909916,4380.77,-172.22,3305.0,169.0,3416.0,423.0,3.0,1457.6499999999996,2504.0
BALL,Ball Corporation,18.55,Consumer Cyclical,Packaging & Containers,0.899,62.16,0.8,820123,New York Stock Exchange,NYSE,US,False,False,True,9.08,10.09,-12.15,16.52,10.72,1.2,10.48,10.0,-6.69,5.97,8.78,13.99,7.82,9.31,20.48,9.04,9.68,5.94,9.92,10.19,-1.38,8.86,10.39,2.68,10.32,10.28,17.23,9.82,8.25,11.14,10.87,10.16,-8.6,-0.008755059176058087,9.08,-4.557856010247716e-05,10.09,-12.15,2118.0,1989.0,3127.0,178.0,129.0,1457.7499999999998,2505.0
RF-PF,Regions Financial Corporation,24.3,Financial Services,Banks - Regional,1.182,26.4,1.74,101290,New York Stock Exchange,NYSE,US,False,False,True,-0.76,-17.06,1.38,0.96,22.39,-3.43,0.85,19.89,6.0,3.05,20.48,4.59,1.02,21.98,1.17,2.21,47.21,1.77,1.6,33.62,1.43,1.99,20.94,6.28,4.4,49.94,2.6,7.67,44.55,11.29,,,,0.012942509528718468,-0.76,-0.0115006079735437,-17.06,1.38,1346.0,2211.0,2003.0,939.0,954.0,1457.75,2506.0
PNW,Pinnacle West Capital Corporation,10.65,Utilities,Regulated Electric,0.518,93.7,3.535,507865,New York Stock Exchange,NYSE,US,False,False,True,4.59,21.12,6.92,6.36,23.23,1.07,6.29,24.45,0.11,5.82,24.47,0.09,5.91,26.21,1.9,4.83,20.96,3.53,4.1,19.36,-5.96,4.22,21.97,3.34,3.98,21.17,6.05,3.49,16.93,13.68,3.79,17.56,8.59,-0.20592111598759344,4.59,-0.3330915757669527,21.12,6.92,2725.0,2804.0,1318.0,48.0,42.0,1457.7500000000002,2507.0
AAON,"AAON, Inc.",11.08,Industrials,Construction,0.791,136.34,0.32,162015,NASDAQ Global Select,NASDAQ,US,False,False,True,27.34,20.14,3.51,35.72,19.09,10.96,37.64,19.88,0.65,36.6,20.73,7.07,30.04,18.29,5.54,21.45,12.86,7.09,21.25,14.28,8.15,26.11,19.79,9.63,12.29,12.96,3.88,18.97,14.26,66.28,27.92,19.47,31.47,-0.5777418320721274,27.34,-0.006262779463017293,20.14,3.51,3017.0,2165.0,1697.0,27.0,53.0,1457.8,2508.0
ATMU,Atmus Filtration Technologies Inc.,3.6,Industrials,Industrial - Pollution & Treatment Controls,1.881926,43.29,0.2,340840,New York Stock Exchange,NYSE,US,False,False,True,30.54,13.27,20.08,,,,,,,,,,,,,,,,,,,37.5,16.14,-3.77,40.63,14.92,16.73,36.07,12.25,8.57,34.81,15.26,4.23,-1.401636040015306,30.54,-0.15854400173985206,13.27,20.08,3198.0,2619.0,706.0,21.0,122.0,1457.8000000000004,2509.0
ENR,"Energizer Holdings, Inc.",2.74,Industrials,Electrical Equipment & Parts,1.03,38.11,1.2,262559,New York Stock Exchange,NYSE,US,False,False,True,14.39,17.55,0.0,38.33,16.96,-8.54,14.86,10.58,-11.35,19.03,13.95,0.16,25.16,17.79,7.43,10.81,14.6,2.39,6.75,11.86,38.76,8.89,13.21,10.03,10.38,13.95,10.08,10.19,12.94,0.95,13.68,17.45,-2.96,-0.6057196255624943,14.39,0.008240458885871584,17.55,0.0,3025.0,1680.0,2186.0,115.0,74.0,1457.95,2510.0
COLM,Columbia Sportswear Company,4.99,Consumer Cyclical,Apparel - Manufacturers,0.925,87.24,1.2,232523,NASDAQ Global Select,NASDAQ,US,False,False,True,11.41,7.51,-4.44,14.01,9.47,24.66,16.87,10.74,10.74,15.54,10.79,2.19,14.95,10.66,3.75,19.54,12.52,13.63,17.17,12.98,8.57,6.0,5.48,-17.78,18.88,14.41,24.98,17.0,11.35,10.8,13.25,8.9,0.67,-0.013486085664981693,11.41,-0.004367015525150644,7.51,-4.44,2166.0,2140.0,2839.0,138.0,176.0,1458.1499999999999,2511.0
CRD-A,Crawford & Company,0.57,Financial Services,Insurance - Brokers,0.782,11.85,0.28,14026,New York Stock Exchange,NYSE,US,False,False,True,6.77,2.68,2.94,12.13,5.28,-2.91,4.79,2.03,2.02,16.03,6.88,-5.15,13.14,6.0,-1.18,15.24,6.46,-3.5,12.3,6.15,-6.71,11.58,5.81,-3.0,9.19,4.43,12.11,10.19,4.24,8.08,13.57,5.35,2.92,-0.006333364925023731,6.77,-0.005154454027065184,2.68,2.94,2064.0,2151.0,1788.0,337.0,883.0,1458.4,2512.0
NRIM,"Northrim BanCorp, Inc.",0.47,Financial Services,Banks - Regional,0.744,85.07,2.44,17585,NASDAQ Global Select,NASDAQ,US,False,False,True,1.39,25.02,30.97,1.96,41.42,22.87,2.13,31.4,48.35,4.24,25.72,-1.87,5.07,31.42,-5.94,4.56,28.96,-0.35,1.6,25.67,9.01,2.01,31.68,31.64,1.77,36.06,-0.67,1.8,37.16,-2.93,0.94,20.97,-2.63,-0.05757270348116349,1.39,-0.10442713992592556,25.02,30.97,2414.0,2532.0,540.0,740.0,599.0,1458.7,2513.0
MLKN,"MillerKnoll, Inc.",1.74,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1.179,25.14,0.75,286714,NASDAQ Global Select,NASDAQ,US,False,False,True,5.69,5.33,-1.55,-4.05,-1.37,6.03,19.52,7.63,13.83,25.02,9.34,5.73,20.73,8.38,0.59,16.66,7.45,4.52,18.14,7.93,7.81,22.54,13.9,-3.14,10.94,6.93,-0.86,5.48,5.05,60.07,3.42,2.99,3.58,-0.06447065514493527,5.69,9.904529802979974e-05,5.33,-1.55,2435.0,1884.0,2571.0,226.0,213.0,1458.9999999999998,2514.0
PK,Park Hotels & Resorts Inc.,3.21,Real Estate,REIT - Hotel & Motel,2.02,15.55,2.6,1207024,New York Stock Exchange,NYSE,US,False,False,True,5.54,18.28,-2.48,4.67,17.51,7.72,6.2,21.8,6.96,4.47,15.36,1.45,4.02,13.29,2.35,5.66,18.41,-1.93,3.9,14.98,3.91,-11.61,-141.08,-70.04,-1.88,-13.07,59.86,4.43,16.51,83.63,3.95,12.71,7.88,-0.011880476798726572,5.54,-0.051363856464670274,18.28,-2.48,2144.0,2403.0,2676.0,65.0,141.0,1459.2,2515.0
CNO,"CNO Financial Group, Inc.",4.12,Financial Services,Insurance - Life,1.031,39.9,0.64,278002,New York Stock Exchange,NYSE,US,False,False,True,1.27,10.33,9.07,3.56,7.11,-7.4,5.87,12.79,-8.3,5.64,12.31,5.05,7.15,14.65,7.74,-1.56,-2.67,0.28,0.82,6.83,-6.9,0.97,9.01,-4.85,1.57,13.77,7.88,2.08,19.29,-13.23,,,,-0.14057865956246984,1.27,0.019146231690248813,10.33,9.07,2629.0,1579.0,1144.0,763.0,810.0,1459.2499999999998,2516.0
PLUS,ePlus inc.,2.17,Technology,Software - Application,1.128,80.86,0.0,66211,NASDAQ Global Select,NASDAQ,US,False,False,True,13.64,8.18,-20.59,19.4,5.68,7.57,22.56,6.18,8.11,22.07,6.29,5.33,23.47,6.45,10.4,20.78,5.97,6.14,17.39,5.79,-2.72,18.24,6.0,15.72,17.22,6.78,-1.26,20.86,8.09,16.11,19.47,8.04,13.55,-0.21913106954718475,13.64,0.1565419108506277,8.18,-20.59,2747.0,1206.0,3228.0,83.0,153.0,1459.35,2517.0
SJW,SJW Group,1.85,Utilities,Regulated Water,0.621,55.72,1.6,90475,New York Stock Exchange,NYSE,US,False,False,True,3.79,22.62,7.7,7.58,29.05,15.46,6.34,26.21,-4.56,6.75,27.41,11.35,7.14,25.2,14.58,4.1,18.47,2.18,2.72,18.72,5.73,3.96,20.84,34.26,3.39,19.38,1.62,3.89,21.1,8.19,3.73,22.29,8.0,-0.2626972564074694,3.79,-0.2755910787217227,22.62,7.7,2797.0,2757.0,1251.0,72.0,35.0,1459.7000000000003,2518.0
ALOT,"AstroNova, Inc.",0.12,Technology,Computer Hardware,0.56,15.37,0.0,3964,NASDAQ Global Market,NASDAQ,US,False,False,True,8.76,7.24,1.73,2.25,2.23,12.03,11.17,8.18,28.8,8.67,6.27,7.14,8.76,6.38,4.0,5.61,4.77,15.19,9.25,6.38,20.51,-4.28,-2.89,-2.35,-3.76,-3.06,-13.05,0.25,0.2,1.25,1.63,1.15,21.32,-0.07887213300013626,8.76,-0.055305649747328,7.24,1.73,2490.0,2418.0,1954.0,134.0,170.0,1459.9999999999998,2519.0
ASMB,"Assembly Biosciences, Inc.",0.11,Healthcare,Biotechnology,0.588,17.04,0.0,22179,NASDAQ Global Select,NASDAQ,US,False,False,True,-79.21,-163.94,295.45,,,,,,,,,,-33.52,-579.09,,-37.16,-626.42,64.15,-32.56,-643.44,7.83,-25.03,-81.89,395.55,-75.83,-2121.65,-92.09,,,,-66.24,-902.5,,-4.684104649476173,-79.21,-0.013758922597042235,-163.94,295.45,3372.0,2230.0,71.0,466.0,337.0,1460.2500000000002,2520.0
WELL,Welltower Inc.,86.04,Real Estate,REIT - Healthcare Facilities,1.194,138.18,2.68,2149112,New York Stock Exchange,NYSE,US,False,False,True,1.09,6.93,12.21,3.88,28.27,16.07,4.53,32.26,15.44,4.77,30.55,10.92,0.81,4.94,0.83,4.12,24.7,8.89,3.92,23.56,8.95,2.15,14.69,-10.06,2.26,15.91,2.96,2.01,12.44,23.59,2.7,16.84,13.16,-0.10153712666014607,1.09,-0.8924067126205915,6.93,12.21,2539.0,3036.0,978.0,179.0,180.0,1460.45,2521.0
CYRX,"Cryoport, Inc.",0.35,Industrials,Integrated Freight & Logistics,1.633,7.08,0.0,111829,NASDAQ Capital Market,NASDAQ,US,False,False,True,-11.29,-31.98,-3.06,220.37,-190.92,141.69,1434.67,-142.12,47.95,-149.07,-114.16,95.13,-43.66,-66.02,55.68,-16.14,-44.05,64.18,-13.55,-52.07,72.94,-5.8,-38.13,131.86,-1.67,-8.01,182.87,-3.2,-13.45,6.59,-12.63,-49.37,-1.7,-11.168147364344982,-11.29,10.162252564755375,-31.98,-3.06,3435.0,209.0,2726.0,372.0,384.0,1460.6499999999999,2522.0
KEX,Kirby Corporation,7.26,Industrials,Marine Shipping,1.179,126.51,0.0,273224,New York Stock Exchange,NYSE,US,False,False,True,8.51,13.5,5.53,13.41,18.54,14.46,10.03,17.73,-16.32,6.22,13.85,-17.55,2.03,4.26,25.06,2.95,5.23,34.15,0.32,0.64,-4.45,-1.31,-3.29,-23.5,-2.61,-5.65,3.47,-0.0,-0.01,23.95,6.64,10.84,11.02,-0.108937349088527,8.51,-0.21246912003542873,13.5,5.53,2564.0,2683.0,1452.0,209.0,120.0,1461.1999999999998,2523.0
EDIT,"Editas Medicine, Inc.",0.18,Healthcare,Biotechnology,2.006,2.24,0.0,1388190,NASDAQ Global Select,NASDAQ,US,False,False,True,-89.54,-370.03,-20.95,,,,-24.79,-2167.71,,-49.56,-1605.62,271.58,-35.64,-873.64,126.8,-29.58,-356.1,132.64,-31.39,-686.39,-35.71,-26.21,-148.61,341.93,-30.63,-756.13,-71.85,-49.75,-1146.26,-22.83,-38.81,-216.56,296.32,-1.047896730861419,-89.54,65.86457361327405,-370.03,-20.95,3142.0,112.0,3229.0,479.0,367.0,1461.45,2524.0
BFAM,Bright Horizons Family Solutions Inc.,6.73,Consumer Cyclical,Personal Products & Services,1.492,115.63,0.0,376909,New York Stock Exchange,NYSE,US,False,False,True,7.15,8.84,8.65,7.89,10.86,11.01,9.85,12.45,7.79,10.0,12.56,7.64,10.23,11.8,10.9,11.72,12.56,9.32,9.41,12.99,8.35,1.67,3.52,-26.52,4.28,7.35,15.85,5.23,7.8,15.11,5.18,6.64,19.69,-0.17386551825514363,7.15,-0.23790246599198567,8.84,8.65,2682.0,2709.0,1180.0,207.0,154.0,1461.5000000000002,2525.0
CLFD,"Clearfield, Inc.",0.44,Technology,Communication Equipment,1.356,30.6,0.0,64398,NASDAQ Global Market,NASDAQ,US,False,False,True,-7.98,-13.93,0.0,18.22,14.67,8.79,13.41,11.69,3.93,16.97,14.25,24.81,8.14,7.18,-1.78,7.32,6.53,5.01,6.89,6.1,9.51,9.88,9.01,9.46,23.93,17.93,51.23,35.97,23.56,92.45,11.42,13.88,-0.8,-0.007313324018674368,-7.98,-0.05049816187366801,-13.93,0.0,2089.0,2398.0,2186.0,324.0,338.0,1462.1499999999999,2526.0
HPP,"Hudson Pacific Properties, Inc.",0.55,Real Estate,REIT - Office,1.335,3.86,0.2,1773844,New York Stock Exchange,NYSE,US,False,False,True,1.84,17.83,-13.78,2.15,19.21,23.28,0.77,9.1,105.53,1.36,13.98,22.81,2.12,18.76,13.84,2.16,20.41,0.04,2.31,20.47,12.32,1.67,16.87,-1.62,1.75,16.98,11.41,1.99,17.53,14.43,0.04,0.35,-7.2,-0.0009563703215422179,1.84,-0.012965394829689393,17.83,-13.78,1926.0,2225.0,3166.0,163.0,143.0,1462.6,2527.0
JHI,John Hancock Investors Trust,0.12,Financial Services,Asset Management,0.925,14.22,1.0,8074,New York Stock Exchange,NYSE,US,False,True,True,9.3,88.16,-0.66,8.36,88.74,-1.31,8.67,88.47,-8.69,7.87,119.98,-30.31,7.5,105.8,71.82,-1.22,62.19,-125.85,9.12,98.71,-597.27,0.28,66.89,-95.74,10.29,98.45,2581.35,-16.17,96.54,-231.55,10.03,88.59,-139.17,-0.02146651659080966,9.3,-0.017725273644122113,88.16,-0.66,2233.0,2254.0,2455.0,240.0,187.0,1462.7,2528.0
PZZA,"Papa John's International, Inc.",1.63,Consumer Cyclical,Restaurants,1.19,49.83,1.84,517087,NASDAQ Global Select,NASDAQ,US,False,False,True,31.41,8.83,-1.68,28.97,7.36,11.06,37.66,8.32,2.45,42.78,9.6,4.66,35.73,8.47,4.07,7.48,1.93,-11.78,4.69,1.52,2.92,15.46,4.98,11.98,28.12,8.13,14.07,18.2,5.19,1.63,25.8,6.89,1.6,-0.08561645752800161,31.41,-0.0008609072270509218,8.83,-1.68,2507.0,2068.0,2582.0,23.0,155.0,1463.2499999999998,2529.0
EHTH,"eHealth, Inc.",0.17,Financial Services,Insurance - Brokers,0.48,5.65,0.0,48966,NASDAQ Global Select,NASDAQ,US,False,False,True,-2.15,-4.38,2.65,-8.46,-3.76,0.28,-6.94,-2.98,5.49,-7.23,-3.13,-1.36,-2.83,-4.96,2.0,0.67,1.01,31.82,20.61,25.6,101.36,5.58,9.15,15.13,-6.93,-13.83,-7.65,-7.9,-20.5,-24.68,-2.81,-6.42,11.72,0.008874691175546245,-2.15,-0.02830483757484186,-4.38,2.65,1399.0,2317.0,1828.0,966.0,922.0,1464.9500000000003,2530.0
BFIN,BankFinancial Corporation,0.17,Financial Services,Banks - Regional,0.453,13.38,0.4,10840,NASDAQ Global Select,NASDAQ,US,False,False,True,0.78,15.86,24.15,0.86,23.22,-1.73,1.38,39.51,-1.25,1.25,37.56,1.75,1.63,46.56,5.28,2.24,52.81,18.75,1.08,27.2,-12.48,0.81,24.9,-12.29,0.58,19.73,-3.5,1.18,32.25,14.82,1.25,33.2,-1.51,-0.003899158169241582,0.78,-0.25907169312026584,15.86,24.15,2021.0,2740.0,631.0,846.0,743.0,1465.7,2531.0
PSNL,"Personalis, Inc.",0.28,Healthcare,Medical - Diagnostics & Research,1.945,3.97,0.0,335976,NASDAQ Global Market,NASDAQ,US,False,False,True,-34.45,-80.11,19.06,,,,,,,,,,143.68,-235.95,,85.11,-36.45,302.15,-20.89,-34.38,72.62,-20.64,-53.59,20.61,-17.89,-76.44,8.7,-44.51,-177.61,-23.92,-61.81,-149.61,12.97,-16.969017791502647,-34.45,0.0007085877718349109,-80.11,19.06,3446.0,1830.0,734.0,335.0,307.0,1466.0,2532.0
WHF,"WhiteHorse Finance, Inc.",0.25,Financial Services,Asset Management,1.34,10.62,1.54,56420,NASDAQ Global Select,NASDAQ,US,False,False,True,10.07,82.17,-22.84,4.09,72.88,4.21,4.81,3248.04,-97.26,6.26,78.9,5257.43,5.59,70.52,8.57,7.45,59.7,64.93,5.1,92.45,-44.15,4.58,90.03,5.2,3.71,87.96,-1.85,7.58,282.03,-39.6,10.46,71.27,383.59,0.19227760904474536,10.07,-15.717424497600083,82.17,-22.84,829.0,3393.0,3249.0,220.0,246.0,1466.4,2533.0
AES,The AES Corporation,9.27,Utilities,Diversified Utilities,1.09,13.04,0.69,7784258,New York Stock Exchange,NYSE,US,False,False,True,5.63,17.27,-3.03,8.74,17.32,1.47,8.25,21.91,-30.17,7.09,21.26,-8.69,8.39,21.57,2.42,8.43,22.09,1.96,7.48,20.96,-5.1,8.65,26.17,-5.19,9.09,23.03,15.33,7.36,18.59,13.25,6.38,17.66,0.4,-0.06156824133117539,5.63,-0.00655466508893903,17.27,-3.03,2425.0,2170.0,2723.0,22.0,69.0,1466.9,2534.0
CWEN,"Clearway Energy, Inc.",5.9,Utilities,Renewable Utilities,0.954,29.49,1.7,547675,New York Stock Exchange,NYSE,US,False,False,True,1.72,16.34,8.98,4.14,39.48,120.13,3.9,33.58,38.32,2.75,21.35,7.14,3.63,28.05,-1.18,4.45,32.95,4.36,4.61,34.11,-1.99,3.34,27.77,16.18,2.39,20.76,7.26,2.11,20.76,-7.47,1.91,20.02,10.42,-0.12533114690991373,1.72,-1.0386228026043816,16.34,8.98,2600.0,3067.0,1146.0,85.0,76.0,1467.5000000000002,2535.0
DENN,Denny's Corporation,0.34,Consumer Cyclical,Restaurants,2.029,6.56,0.0,315205,NASDAQ Capital Market,NASDAQ,US,False,False,True,12.37,10.21,-2.35,27.37,12.14,2.1,32.3,12.85,4.02,22.09,9.27,3.19,30.89,13.36,4.38,30.59,11.68,19.09,45.22,30.47,-14.09,3.07,3.76,-46.69,30.79,26.14,37.97,27.97,24.8,14.63,14.61,11.39,1.64,-0.23475006671559615,12.37,0.01405119017961408,10.21,-2.35,2770.0,1626.0,2659.0,128.0,127.0,1467.55,2536.0
CBRE,"CBRE Group, Inc.",42.84,Real Estate,Real Estate - Services,1.395,139.99,0.0,1344082,New York Stock Exchange,NYSE,US,False,False,True,8.43,3.79,7.4,16.24,8.75,25.96,13.8,7.7,19.95,13.04,6.24,20.41,15.58,7.54,8.71,14.21,5.1,50.18,12.68,5.27,11.97,8.73,4.07,-0.28,17.16,8.61,16.45,11.66,4.9,11.11,7.81,3.5,3.64,-0.2682308036992934,8.43,-0.19653765525163952,3.79,7.4,2802.0,2666.0,1271.0,31.0,186.0,1467.7500000000002,2537.0
