,Unnamed: 0,level_0,level_1,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,roce_rank,ticker,coef,r_squared,std,coef_w,coef_rank,std_rank,average_score,final_rank
1094,17513,MRVI,Return on Capital Employed,,,,,0.02,0.044,0.0969,0.3075,0.2633,0.4878,,20.0,MRVI,,,0.16617972950994955,,,1287.0,,
1095,17529,MSBI,Return on Capital Employed,0.009,0.0167,0.0214,0.0117,0.0167,0.0217,0.0114,0.0175,0.0238,0.0303,,990.0,MSBI,0.0013696969697623556,0.4093990244190213,0.006148625862743643,0.0005607526031703982,438.0,75.0,183.04999999999998,396.0
1096,17545,MSEX,Return on Capital Employed,0.0639,0.0643,0.0683,0.0649,0.0576,0.045,0.0455,0.0407,0.0575,0.0412,,878.0,MSEX,-0.002792121212250894,0.6192204843045486,0.010191511173520833,-0.001728938649287002,958.0,132.0,270.03333333333336,838.0
1097,17561,MSGE,Return on Capital Employed,,,,,-0.0042,-0.0008,0.0849,-0.1421,-0.1526,0.1513,0.0917,261.0,MSGE,,,0.11024601907652821,,,1088.0,,
1098,17577,MTH,Return on Capital Employed,0.1042,0.0861,0.0876,0.0868,0.0937,0.104,0.1591,0.2268,0.2528,0.1662,,223.0,MTH,0.016049090909853184,0.6176379961872867,0.05865572521075842,0.009912528350189317,144.0,712.0,84.3,35.0
1099,17593,MTRN,Return on Capital Employed,0.0866,0.0701,0.0416,0.0581,0.0285,0.0871,0.0131,0.0586,0.086,0.0973,,465.0,MTRN,0.0013103030303637082,0.020022130281150297,0.026597669070803926,2.62350579817282e-05,613.0,344.0,176.08333333333334,368.0
1100,17609,MTRX,Return on Capital Employed,0.1912,0.0954,0.1374,0.0118,-0.0299,0.1109,-0.1027,-0.1328,-0.2104,-0.2382,-0.1282,1524.0,MTRX,-0.04581151515367744,0.8476523327443563,0.14291991498738024,-0.038832237686568113,1202.0,1219.0,433.71666666666664,1191.0
1101,17625,MTTR,Return on Capital Employed,,,,,,-3.4266,-0.256,-0.4922,-0.1755,-0.3732,,1632.0,MTTR,,,1.245565930812175,,,1694.0,,
1102,17641,MTUS,Return on Capital Employed,0.0603,-0.0176,-0.1512,-0.0445,-0.007,-0.1003,-0.0592,0.2014,0.1128,0.1069,,411.5,MTUS,0.017926060606906363,0.24990804348798656,0.10299632226443817,0.004479866733719038,234.0,1047.0,136.4,208.0
1103,17657,MTW,Return on Capital Employed,0.0881,0.06,-0.2133,-0.0008,-0.0314,0.0779,0.0232,0.0367,-0.083,0.0694,,636.0,MTW,0.001587878787953669,0.0026863783501591687,0.08799555443316441,4.265643198635717e-06,644.0,955.0,229.41666666666666,634.0
1104,17673,MTX,Return on Capital Employed,0.0574,0.072,0.0869,0.0872,0.0929,0.0741,0.0601,0.0818,0.0695,0.0595,,703.5,MTX,-0.0007527272727645317,0.031977613406880545,0.01209042596437363,-2.4070421729279718e-05,756.0,164.0,217.15,566.0
1105,17689,MUR,Return on Capital Employed,0.0916,-0.3236,-0.0394,0.0355,0.0605,0.0413,-0.1375,0.0308,0.1575,0.1087,,406.0,MUR,0.02020848484943869,0.18959984430355847,0.1333035573418804,0.0038315255810643955,249.0,1187.0,145.6,250.0
1106,17705,MVBF,Return on Capital Employed,0.0091,0.0139,0.0203,0.0162,0.0191,0.0307,0.0257,0.0202,0.0111,0.0254,,1031.5,MVBF,0.0010103030303514969,0.20056341878802186,0.00647966820138192,0.00020262982977919483,521.0,80.0,202.66666666666666,490.0
1107,17721,MVIS,Return on Capital Employed,-1.8613,-2.3823,-1.3776,-2.6496,-5.6305,10.108,-1.2419,-0.3668,-0.5203,-0.7486,,1780.0,MVIS,0.2912963636501918,0.04667256698471134,3.8728546108652213,0.01359554904486641,108.0,1766.0,286.09999999999997,906.0
1108,17737,MWA,Return on Capital Employed,0.1101,0.0737,0.102,0.152,0.1037,0.0879,0.0965,0.0911,0.0919,0.0962,,470.5,MWA,-0.001421212121277845,0.04350033406664955,0.019572197117339686,-6.18232020551579e-05,791.0,259.0,205.01666666666668,502.0
1109,17753,MXCT,Return on Capital Employed,-0.6309,-0.0127,-0.1971,-0.3846,-0.4569,-0.5917,-0.2736,-0.0672,-0.0864,-0.1355,,1424.0,MXCT,0.02903272727411636,0.15648015128867587,0.21080707388510472,0.004543045556176594,231.0,1368.0,253.15,756.0
1110,17769,MXL,Return on Capital Employed,-0.0852,-0.154,0.173,-0.0316,-0.0278,-0.0334,-0.1292,0.0722,0.2193,-0.0619,,1334.0,MXL,0.012244848485428226,0.09010780654849349,0.11716534641266588,0.0011033564385405802,371.0,1134.0,258.1166666666667,784.0
1111,17785,MYE,Return on Capital Employed,0.0181,0.1088,0.0519,0.0088,0.0184,0.1382,0.2077,0.14,0.2073,0.1923,,170.0,MYE,0.020692727273703818,0.6098131648850557,0.07611080409508232,0.012618697508880634,116.0,877.0,82.11666666666666,29.0
1112,17801,MYFW,Return on Capital Employed,,,0.0094,0.0111,0.0144,0.0185,0.0204,0.0129,0.0161,0.1934,,167.5,MYFW,,,0.05920273959032639,,,718.0,,
1113,17817,MYGN,Return on Capital Employed,0.1934,0.209,0.0488,0.1122,0.0084,0.0084,-0.1287,-0.0452,-0.1294,,,,MYGN,,,0.11691771085302306,,,1133.0,,
1114,17833,MYPS,Return on Capital Employed,,,,,0.0886,0.2043,0.112,0.0351,-0.0804,-0.0079,,1224.0,MYPS,,,0.09062334902710718,,,967.0,,
1115,17849,MYRG,Return on Capital Employed,0.1684,0.1305,0.1148,0.0656,0.1,0.0952,0.1556,0.1897,0.1609,0.1502,,265.0,MYRG,0.004173939394131115,0.1068536657051592,0.03667569903900947,0.00044600072469408084,463.0,478.0,135.28333333333333,204.0
1116,17865,NABL,Return on Capital Employed,,,,,0.0167,0.0377,0.0322,0.0322,0.0485,0.069,,639.0,NABL,,,0.016231801775800768,,,220.0,,
1117,17881,NAPA,Return on Capital Employed,,,,,,0.0454,0.0549,0.0804,0.0751,0.0834,0.0542,538.0,NAPA,,,0.014990476977067808,,,203.0,,
1118,17897,NAT,Return on Capital Employed,-0.0005,0.1026,0.0034,-0.0441,-0.0633,0.0288,0.0873,-0.1114,0.0518,0.1581,,239.0,NAT,0.005964242424523542,0.048502974205818505,0.07778539772990815,0.0002892834964739138,499.0,886.0,159.68333333333337,305.0
1119,17913,NATH,Return on Capital Employed,0.2783,0.4145,0.393,0.2851,0.5064,0.3156,0.2752,0.4617,0.8245,0.9266,,12.0,NATH,0.05350121212374216,0.4948128404243781,0.21845908747406229,0.026473086737096033,69.0,1377.0,82.7,31.0
1120,17929,NATL,Return on Capital Employed,,,,,,,,0.0756,0.0527,0.0488,,807.5,NATL,,,0.01182210735115454,,,158.0,,
1121,17945,NATR,Return on Capital Employed,0.0681,0.1123,0.0754,0.031,0.0311,0.1001,0.1184,0.1686,0.0942,0.1094,,400.0,NATR,0.006316363636667625,0.21080970497587148,0.039513800120970395,0.0013315507547662247,353.0,522.0,130.81666666666666,193.0
1122,17961,NAUT,Return on Capital Employed,,,,,9.3592,-0.01,-0.1644,-0.1215,-0.1518,-0.2148,,1503.0,NAUT,,,3.5378963786172895,,,1760.0,,
1123,17977,NAVI,Return on Capital Employed,0.0271,0.0279,0.0299,0.0339,0.0442,0.0492,0.0319,0.0288,0.0448,0.0669,,658.0,NAVI,0.002848484848619008,0.45589601294686877,0.012117359448328667,0.0012986128854249707,357.0,165.0,139.5,225.0
1124,17993,NBBK,Return on Capital Employed,,,,,,,,0.0688,0.0693,0.1027,,433.5,NBBK,,,0.015864075418658627,,,217.0,,
1125,18009,NBHC,Return on Capital Employed,0.0056,0.0048,0.0089,0.0112,0.0172,0.0783,0.0723,0.0666,0.0369,0.0742,,604.5,NBHC,0.008333333333725964,0.6310850366662701,0.03013018420122917,0.005259041972466701,211.0,397.0,118.98333333333333,156.0
1126,18025,NBN,Return on Capital Employed,0.0216,0.0361,0.0559,0.0621,0.0534,0.0417,0.1782,0.0425,0.0483,0.0697,,632.0,NBN,0.004775151515373487,0.1110170378491172,0.04116416524114147,0.0005301231765174878,448.0,541.0,172.38333333333333,355.0
1127,18041,NBR,Return on Capital Employed,-0.0415,-0.0338,-0.14,-0.0544,-0.0476,-0.063,-0.1001,-0.0633,-0.0164,0.0527,,771.5,NBR,0.007276363636711313,0.19002475937203311,0.04794422175820565,0.001382689249169479,351.0,617.0,172.35,354.0
1128,18057,NBTB,Return on Capital Employed,0.0181,0.0176,0.0173,0.0183,0.0202,0.0233,0.0154,0.0184,0.0195,0.0231,,1047.0,NBTB,0.00035272727274234726,0.18226371965984167,0.0023730992393913913,6.428938475549169e-05,583.0,11.0,212.13333333333333,539.0
1129,18073,NC,Return on Capital Employed,-0.1338,0.0684,0.09,0.1026,0.1319,0.1156,0.0368,0.127,0.1714,-0.1173,,1403.0,NC,0.005095757575992824,0.02197823078705241,0.09872777927209747,0.00011199573604004105,557.0,1022.0,293.51666666666665,930.0
1130,18089,NCMI,Return on Capital Employed,0.1024,0.1037,0.1094,0.1455,0.1054,0.1555,0.1097,-0.0717,-0.0329,1.4227,,10.0,NCMI,0.060386060608911274,0.1801533348396397,0.4086415472024351,0.010878750196523969,128.0,1537.0,101.31666666666666,98.0
1131,18105,NE,Return on Capital Employed,0.0215,0.0727,-0.0755,-0.0178,-0.078,-0.0592,-1.0071,0.2126,0.0513,0.1174,,371.0,NE,-0.0048200000002283075,0.0018444849338664637,0.32235651831473805,-8.890417381657464e-06,738.0,1479.0,246.35000000000002,722.0
1132,18121,NECB,Return on Capital Employed,0.0116,0.0129,0.0153,0.0415,0.0517,0.0504,0.059,0.0269,0.0302,0.1398,,303.0,NECB,0.008388484848880605,0.45238303126497437,0.03582261994885355,0.0037948082036569184,251.0,469.0,99.76666666666665,93.0
1133,18137,NEO,Return on Capital Employed,0.0334,-0.0111,0.0093,0.0067,0.0226,0.0114,-0.0077,-0.0056,-0.0957,-0.0569,,1327.0,NEO,-0.009295757576196894,0.5233567466348468,0.03690734886171045,-0.004864997442584635,1059.0,481.0,350.90000000000003,1101.0
1134,18153,NEOG,Return on Capital Employed,0.1347,0.1419,0.1313,0.135,0.1267,0.0768,0.0966,0.0869,0.0672,0.0077,0.0133,1169.0,NEOG,-0.012442424243012805,0.7888173340191543,0.040238682881028796,-0.009814799920108655,1122.0,529.0,349.04999999999995,1095.0
1135,18169,NEWT,Return on Capital Employed,0.0278,0.1265,0.1058,0.1045,0.0841,0.0834,0.0621,0.1014,0.1065,0.1635,,227.5,NEWT,0.005644848485113705,0.22105882796989462,0.034484611060587596,0.001247843590186871,359.0,458.0,111.46666666666668,133.0
1136,18185,NEXT,Return on Capital Employed,-121.9749,-0.0029,-0.0046,-0.3312,-0.2672,-0.1797,-0.0729,-0.103,-0.1892,-0.0494,,1312.0,NEXT,6.644823030617574,0.27263644570111256,36.55261377639088,1.8116209333804705,4.0,1821.0,222.98333333333332,596.0
1137,18201,NFBK,Return on Capital Employed,0.0158,0.016,0.0187,0.0353,0.032,0.0317,0.0293,0.0414,0.0346,0.0261,,1027.0,NFBK,0.0019278787879688222,0.44397243927396013,0.00831052946568388,0.0008559250481190438,396.0,104.0,180.5,387.0
1138,18217,NGNE,Return on Capital Employed,,,-0.2554,-0.505,-0.4327,-0.4869,-0.1642,-0.5572,-0.5379,-0.182,,1476.0,NGNE,,,0.1527394590266379,,,1250.0,,
1139,18233,NGS,Return on Capital Employed,0.0823,0.0544,0.0295,0.0056,0.0028,-0.0517,-0.01,-0.0421,0.0011,0.0226,,1052.5,NGS,-0.008301212121604505,0.38396276199238377,0.03847901376075016,-0.0031873563340959216,1021.0,501.0,317.48333333333335,1009.0
1140,18249,NGVC,Return on Capital Employed,0.1743,0.1745,0.0945,0.0617,0.0662,0.0688,0.0502,0.0543,0.0574,0.0615,,685.5,NGVC,-0.0125321212127146,0.6264441630527502,0.045478944578782834,-0.007850674184374615,1101.0,591.0,299.95,952.0
1141,18265,NGVT,Return on Capital Employed,0.3713,0.2248,0.1395,0.2214,0.2111,0.1425,0.1291,0.0957,0.1331,0.0368,,923.0,NGVT,-0.025556969698171686,0.7105473158132647,0.08708429307286132,-0.018159436219356832,1163.0,951.0,353.06666666666666,1103.5
1142,18281,NHC,Return on Capital Employed,0.098,0.0982,0.0899,0.0849,0.0865,0.0837,0.0497,0.1319,0.0281,0.0826,,545.5,NHC,-0.0031981818183369932,0.11998220866314291,0.026519888762964294,-0.00038372491827037895,861.0,342.0,229.5,637.5
1143,18297,NHI,Return on Capital Employed,0.0772,0.0889,0.0833,0.1013,0.0724,0.0735,0.0785,0.0588,0.0453,0.1022,,437.5,NHI,-0.0016363636364407138,0.0798756070546135,0.01663028562592958,-0.00013070553882279688,822.0,225.0,205.70000000000002,506.0
1144,18313,NIC,Return on Capital Employed,0.018,0.0205,0.0154,0.0206,0.0238,0.0265,0.0223,0.0124,0.0191,0.0122,,1151.5,NIC,-0.00041939393941297926,0.07303131569347299,0.004457532949962344,-3.0628891189198574e-05,762.0,40.0,256.84999999999997,776.0
1145,18329,NJR,Return on Capital Employed,0.0926,0.0925,0.059,0.0625,0.0666,0.0455,0.0558,0.067,0.0847,0.0763,,590.0,NJR,-0.001227272727330088,0.05469575156814521,0.015072707122478032,-6.712660420040651e-05,793.0,205.0,214.63333333333335,554.0
1146,18345,NKSH,Return on Capital Employed,0.0234,0.0206,0.0187,0.0195,0.0189,0.0212,0.0164,0.0163,0.0208,0.0557,,738.0,NKSH,0.0016551515152284473,0.18539695536656287,0.01104112765979997,0.00030686005159370733,491.0,144.0,171.01666666666668,349.0
1147,18361,NKTR,Return on Capital Employed,-0.0415,-0.0948,-0.2224,-0.1218,0.3508,-0.2425,-0.2859,-0.4612,-0.5232,-0.7236,,1776.0,NKTR,-0.06919575757902166,0.5007726920420658,0.28085756336620166,-0.03465134580073685,1198.0,1451.0,469.78333333333336,1219.0
1148,18377,NKTX,Return on Capital Employed,,,,,-0.0256,-0.5125,-0.2767,-0.3268,-0.2378,-0.3156,,1590.0,NKTX,,,0.14375177680061324,,,1228.0,,
1149,18393,NL,Return on Capital Employed,0.0738,-0.1578,0.0353,0.2078,-0.121,0.0514,0.0259,0.1057,0.0651,-0.015,,1246.0,NL,0.004483636363847673,0.016419375595237762,0.1005030029402107,7.361850949048107e-05,573.0,1037.0,281.5,893.0
1150,18409,NLOP,Return on Capital Employed,,,,,,,0.0303,0.0383,0.0305,-0.0714,,1352.0,NLOP,,,0.04533587845183989,,,588.0,,
1151,18425,NMIH,Return on Capital Employed,-0.1107,-0.0358,0.0313,0.0748,0.1423,0.1704,0.1161,0.1391,0.179,0.1553,,245.0,NMIH,0.027809696971009327,0.7585440005677062,0.09171341014268307,0.021094878794965036,83.0,977.0,88.56666666666666,47.0
1152,18441,NMRA,Return on Capital Employed,,,,,,,-0.527,-0.5837,-0.3365,-0.5002,,1703.0,NMRA,,,0.09189027424053102,,,978.0,,
1153,18457,NMRK,Return on Capital Employed,,-0.0101,0.1533,0.1355,0.1428,0.0844,0.0808,0.3386,0.0646,0.0344,,938.0,NMRK,,,0.09394841899733473,,,995.0,,
1154,18473,NN,Return on Capital Employed,,,,,,-3.3234,-3.1298,-0.9741,-0.3415,-0.4453,,1677.0,NN,,,1.312260110496391,,,1702.0,,
1155,18489,NNBR,Return on Capital Employed,0.0456,0.0082,0.0504,-0.0008,-0.1579,0.0039,-0.2553,-0.0222,-0.0343,-0.0549,,1322.5,NNBR,-0.01313151515213394,0.1733137185125434,0.09059940452342942,-0.0022758717207201403,988.0,966.0,361.6833333333334,1115.0
1156,18505,NNE,Return on Capital Employed,,,,,,,,,-1.2426,-1.7883,,1827.0,NNE,,,0.27285000000000004,,,1441.0,,
1157,18521,NNI,Return on Capital Employed,0.0249,0.024,0.0294,0.0299,0.039,0.0386,0.0355,0.0318,0.2007,0.058,,717.0,NNI,0.009473939394383906,0.28826709528295624,0.05068273473284566,0.0027310249901058184,282.0,643.0,155.55,289.0
1158,18537,NODK,Return on Capital Employed,0.0816,0.0997,0.0216,0.0594,0.0838,0.0664,0.0841,0.0175,0.0302,-0.0106,,1232.0,NODK,-0.007758181818548346,0.4157121855773185,0.03456133822640552,-0.003225170719894948,1023.0,460.0,333.75,1062.0
1159,18553,NOG,Return on Capital Employed,0.1753,-1.7069,-0.6507,0.117,0.1812,0.0026,-1.2292,0.0549,0.3386,0.278,,81.0,NOG,0.08820363636781248,0.14184037380765702,0.6726877682848114,0.012510836753605172,117.0,1628.0,110.95,132.0
1160,18569,NOTE,Return on Capital Employed,,,,,,-0.1483,-0.0849,-0.1699,-0.339,-0.2797,,1554.0,NOTE,,,0.0920922928371316,,,981.0,,
1161,18585,NOVA,Return on Capital Employed,,,,-0.0034,-0.0125,-0.0093,-0.0453,-0.006,-0.0024,-0.0046,,1213.5,NOVA,,,0.014006499948821137,,,189.0,,
1162,18601,NOVT,Return on Capital Employed,-0.0884,0.1137,0.0787,0.1061,0.0804,0.0507,0.0557,0.0467,0.0664,0.1008,,443.0,NOVT,0.006247272727566463,0.10814603226737718,0.0545647468609541,0.0006756177579785081,416.0,676.0,154.36666666666667,284.0
1163,18617,NPCE,Return on Capital Employed,,,,,,0.379,-0.276,-0.2307,-0.3835,-0.2516,,1534.0,NPCE,,,0.27093967299013266,,,1435.0,,
1164,18633,NPK,Return on Capital Employed,0.1222,0.1792,0.1868,0.2045,0.1431,0.1455,0.1587,0.0884,0.0952,0.1143,,380.0,NPK,-0.007794545454913031,0.36373684545628904,0.03712138063165216,-0.0028351633755357214,1008.0,484.0,247.00000000000003,728.0
1165,18649,NPO,Return on Capital Employed,0.0586,0.0279,-0.0103,0.3884,0.0524,0.0139,-0.0055,0.0884,0.0262,0.0377,,914.0,NPO,-0.005616363636628411,0.02130678116343554,0.11051551972460702,-0.00011966663093991855,813.0,1090.0,294.95,935.0
1166,18665,NPWR,Return on Capital Employed,,,,,,,-0.3693,-0.0031,0.0119,-0.0291,,1278.0,NPWR,,,0.1576653734971633,,,1270.0,,
1167,18681,NR,Return on Capital Employed,0.1816,-0.1425,-0.0888,0.0161,0.0803,0.0145,-0.1469,-0.0156,-0.0171,0.0659,,662.0,NR,-0.002135151515252157,0.003989662492490997,0.09709292713684144,-8.51853391618685e-06,735.0,1013.0,251.6,749.0
1168,18697,NRC,Return on Capital Employed,0.2795,0.3247,0.354,0.3617,0.5946,0.5875,0.4254,0.4293,0.4536,0.48,,21.0,NRC,0.019801818182739968,0.326272765462712,0.0995730088929726,0.006460793979672383,183.0,1025.0,86.89999999999999,41.0
1169,18713,NRDS,Return on Capital Employed,,,,,,0.2464,0.0087,-0.122,-0.0495,0.0186,,1087.0,NRDS,,,0.1235960290624258,,,1153.0,,
1170,18729,NRDY,Return on Capital Employed,,,,,,-0.5384,-0.8616,-0.1985,-0.6649,-0.4874,,1698.0,NRDY,,,0.21812932494279627,,,1376.0,,
1171,18745,NREF,Return on Capital Employed,,-0.0228,0.0343,,0.0099,0.0426,0.009,0.0133,0.0067,0.0105,,1159.0,NREF,,,0.01831358358568852,,,241.0,,
1172,18761,NRGV,Return on Capital Employed,,,,,,-0.2501,-0.9078,-0.2656,-0.2672,-0.4314,,1672.0,NRGV,,,0.250612979711746,,,1417.0,,
1173,18777,NRIM,Return on Capital Employed,0.0181,0.0196,0.0381,0.0446,0.0456,0.0195,0.023,0.0191,0.0164,0.0373,,918.0,NRIM,-0.0002151515151623271,0.003047250603786078,0.01119482469715359,-6.556205844838908e-07,711.0,147.0,229.5,637.5
1174,18793,NRIX,Return on Capital Employed,,,,,-0.7751,-0.7689,-0.1813,-0.2852,-0.5625,-0.47,,1689.0,NRIX,,,0.2236790980151898,,,1384.0,,
1175,18809,NSIT,Return on Capital Employed,0.1611,0.1568,0.1897,0.1504,0.1894,0.1047,0.1296,0.1532,0.1843,0.1438,,289.5,NSIT,-0.001774545454622858,0.03939499627655696,0.02567991433007517,-6.990821157744856e-05,794.0,331.0,191.0666666666667,430.5
1176,18825,NSP,Return on Capital Employed,0.1586,0.2208,0.3513,0.3955,0.4459,0.3751,0.2904,0.2815,0.3785,0.3519,,48.0,NSP,0.012778787879403248,0.19808730007933495,0.08246854248742366,0.0025313155893175194,291.0,919.0,104.10000000000001,109.0
1177,18841,NSSC,Return on Capital Employed,0.0795,0.0949,0.1134,0.1056,0.1317,0.1882,0.1118,0.1731,0.1813,0.2186,0.3178,135.0,NSSC,0.013516969697608504,0.7631566047420499,0.044442602309045766,0.010315564700828079,139.0,578.0,67.88333333333334,5.0
1178,18857,NTCT,Return on Capital Employed,0.1754,0.201,-0.0081,0.0198,-0.0014,-0.0248,0.0065,0.0139,0.0179,0.0328,-0.0617,958.0,NTCT,-0.01526303030375026,0.34865648804588223,0.07424528267843016,-0.005321554542643441,1066.0,864.0,334.43333333333334,1063.0
1179,18873,NTGR,Return on Capital Employed,0.0417,0.1168,0.1404,0.1184,0.0388,0.045,0.0956,0.0888,-0.1231,-0.0324,,1285.0,NTGR,-0.01616000000076552,0.3728684749134914,0.07601345933451523,-0.00602555455488746,1076.0,876.0,369.56666666666666,1134.0
1180,18889,NTIC,Return on Capital Employed,0.1064,0.0513,-0.0048,0.0801,0.1361,0.1016,0.0293,0.1178,0.1199,0.065,,667.5,NTIC,0.00323454545469457,0.04757921837984491,0.042592347904289105,0.0001538971445484477,541.0,558.0,193.83333333333334,440.0
1181,18905,NTLA,Return on Capital Employed,-1.7159,-0.1877,-0.122,-0.2045,-0.2602,-0.3333,-0.2193,-0.2292,-0.3341,-0.4477,,1678.0,NTLA,0.05900303030581093,0.14474120645710753,0.4454563939377232,0.008540169791088353,158.0,1556.0,274.56666666666666,858.0
1182,18921,NTST,Return on Capital Employed,,,,,0.0164,0.0065,0.0069,0.0069,0.012,0.0147,,1133.5,NTST,,,0.004012342070273781,,,33.0,,
1183,18937,NUS,Return on Capital Employed,0.2496,0.193,0.198,0.2324,0.1751,0.1943,0.1904,0.1768,0.0758,0.018,,1098.5,NUS,-0.018894545455427743,0.6604021860236088,0.06678196163635806,-0.012477999122686925,1134.0,792.0,357.34999999999997,1109.0
1184,18953,NUVB,Return on Capital Employed,,,,,1.3333,-0.2849,-0.1935,-0.1144,-0.172,-0.1248,,1411.0,NUVB,,,0.5659408000547996,,,1593.0,,
1185,18969,NUVL,Return on Capital Employed,,,,,,11.4197,-2.3257,-0.1634,-0.1676,-0.1472,,1439.0,NUVL,,,4.920335025422558,,,1777.0,,
1186,18985,NVAX,Return on Capital Employed,-0.3636,-0.5269,-0.8072,-0.7315,-1.0539,-0.8189,-0.3198,-9.0832,3.1489,-2.4006,,1831.0,NVAX,-0.19704424243348057,0.037739786786614715,2.913338865305579,-0.007436407696969577,1095.0,1749.0,471.29999999999995,1222.0
1187,19001,NVCR,Return on Capital Employed,-0.8009,-0.3759,-0.4712,-0.1778,-0.1179,0.0124,0.0333,-0.0488,-0.076,-0.1948,,1489.0,NVCR,0.06321090909390158,0.5440689470620893,0.2461455796881187,0.03439109275355648,55.0,1411.0,229.53333333333333,639.0
1188,19017,NVEC,Return on Capital Employed,0.1383,0.1773,0.1641,0.1882,0.2134,0.1924,0.2198,0.1993,0.2872,0.3804,0.3113,36.0,NVEC,0.019381818182739034,0.7050697562122996,0.06629876620269792,0.013665533821054926,107.0,783.0,62.36666666666667,2.0
1189,19033,NVEE,Return on Capital Employed,0.2068,0.153,0.1022,0.1066,0.0974,0.0401,0.0593,0.0856,0.0854,0.0566,,725.5,NVEE,-0.01277090909151613,0.6168231627545978,0.04670554570926241,-0.007877392537080427,1103.0,602.0,304.8666666666667,967.0
1190,19049,NVRI,Return on Capital Employed,0.0291,0.0515,-0.0238,0.126,0.1547,0.2988,0.0132,0.0282,-0.0431,0.027,,1020.5,NVRI,-0.0037296969698791724,0.012348094539869958,0.09640521977569472,-4.605465078913454e-05,782.0,1010.0,295.9166666666667,937.0
1191,19065,NVRO,Return on Capital Employed,-0.1576,-0.2494,-0.0612,-0.064,-0.0949,-0.2284,-0.1097,-0.2256,0.0204,-0.1627,,1454.0,NVRO,0.004546060606271343,0.025017068908158135,0.08255511431764842,0.00011372911144775334,556.0,920.0,293.3333333333333,929.0
1192,19081,NVTS,Return on Capital Employed,,,,,,-3.3744,-0.4461,-0.5358,0.1324,-0.3378,,1607.0,NVTS,,,1.25239605812219,,,1696.0,,
1193,19097,NWBI,Return on Capital Employed,0.0184,0.0164,0.0116,0.0177,0.0183,0.019,0.0099,0.0159,0.015,0.0314,,975.5,NWBI,0.000642424242454806,0.11374366898446198,0.005471233864495283,7.30716903813732e-05,574.0,63.0,205.93333333333337,508.0
1194,19113,NWE,Return on Capital Employed,0.0432,0.0581,0.0515,0.056,0.051,0.0497,0.0407,0.0444,0.0422,0.0448,,847.5,NWE,-0.0010884848485370696,0.30255905762926016,0.005683871919739219,-0.0003293309500171038,857.0,68.0,245.26666666666668,713.0
1195,19129,NWFL,Return on Capital Employed,0.0197,0.0148,0.0114,0.0169,0.0187,0.0219,0.0147,0.0182,0.0218,0.0453,,842.0,NWFL,0.0018787878788762294,0.3688545228550093,0.008885403761225485,0.0006929994066086666,412.0,113.0,165.38333333333335,327.0
1196,19145,NWN,Return on Capital Employed,0.0558,0.0508,0.0495,0.0086,0.046,0.0397,0.045,0.0451,0.0438,0.0479,,818.0,NWN,-0.00023757575758872582,0.0030986300161067737,0.012258694873435753,-7.361593735637325e-07,712.0,170.0,220.83333333333334,587.0
1197,19161,NWPX,Return on Capital Employed,-0.034,-0.168,-0.0605,-0.0505,0.0736,0.1232,0.0812,0.0338,0.088,0.0695,,635.0,NWPX,0.02205878787982853,0.5420949924029554,0.08605397201756582,0.011957958448134052,121.0,945.0,132.93333333333334,200.0
1198,19177,NXDT,Return on Capital Employed,0.2417,-0.3906,0.3483,0.2548,0.0444,0.0763,-0.1145,0.2452,0.0541,-0.0898,,1371.0,NXDT,-0.008861212121638134,0.014578121739740935,0.2107993759478429,-0.00012917982907090876,821.0,1367.0,355.9666666666667,1108.0
1199,19193,NXRT,Return on Capital Employed,-0.0075,0.0249,0.1041,0.1159,0.0371,0.0762,0.0493,0.0333,0.0194,0.0907,,498.0,NXRT,0.002003636363733279,0.022465576020972322,0.038396098760160514,4.5012845047834526e-05,597.0,499.0,184.20000000000002,400.0
1200,19209,NXT,Return on Capital Employed,,,,,,0.002,0.5811,0.3238,0.1212,0.0556,0.2654,739.0,NXT,,,0.21233337561485707,,,1369.0,,
1201,19225,NYCB,Return on Capital Employed,0.0271,0.0229,0.0448,0.0395,0.0424,0.0495,0.0212,0.0216,0.0191,0.0502,,794.5,NYCB,0.00010606060606358286,0.0006488447396212349,0.011959435605412155,6.881686632539578e-08,677.0,161.0,211.61666666666667,536.0
1202,19241,NYMT,Return on Capital Employed,0.0466,0.043,0.0418,0.0383,0.0383,0.0315,-0.0151,0.0495,-0.0343,0.0293,,998.5,NYMT,-0.005001818182054539,0.2876114682726931,0.026788708442177647,-0.0014385802713737586,940.0,346.0,289.4833333333333,914.0
1203,19257,OABI,Return on Capital Employed,,,,,,-0.0509,-0.0844,-0.121,-0.0674,-0.1699,,1461.0,OABI,,,0.04251058221196223,,,557.0,,
1204,19273,OB,Return on Capital Employed,0.0064,0.0079,0.0315,,,-0.1574,0.085,-0.0148,-0.0228,0.0593,,707.0,OB,,,0.06832619258929917,,,805.0,,
1205,19289,OBIO,Return on Capital Employed,,,,,,,-0.7902,-16.4413,-0.4393,-0.5833,,1727.0,OBIO,,,6.85877072454496,,,1786.0,,
1206,19305,OBK,Return on Capital Employed,,,0.0273,0.0342,0.057,0.0794,0.0117,0.0766,0.0174,0.0758,,594.0,OBK,,,0.02628710472836444,,,339.0,,
