,level_0,level_1,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
17789,MYE,Free Cash Flow to Operating Cash Flow Ratio,0.3812,0.3712,0.6286,0.8692,0.9164,0.8105,0.7114,0.6022,0.6655,0.7348,
17790,MYE,EBT to EBIT Ratio,-0.1388,0.7352,0.4794,-2.2166,-0.0674,0.8908,0.9125,0.9146,0.9317,0.9123,
17791,MYE,EBIT to Revenue,0.012,0.0565,0.0281,0.0041,0.0082,0.0725,0.1049,0.0647,0.0933,0.0891,
17792,MYFW,Gross Margin,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
17793,MYFW,Operating Margin,,,0.1588,0.1948,0.2732,0.1577,0.3399,0.2822,32.8988,0.0434,
17794,MYFW,Net Profit Margin,,,0.0423,0.0366,0.0989,0.1239,0.2522,0.2132,14.9332,0.031,
17795,MYFW,Interest Coverage Ratio,,,2.1886,2.3003,2.1812,0.9135,4.7258,5.2616,2.89,0.1311,
17796,MYFW,Income Before Tax Profit Margin,,,0.0657,0.0906,0.13,0.1577,0.3399,0.2822,19.8403,0.042,
17797,MYFW,Effective Tax Rate,,,0.3554,0.596,0.2392,0.2141,0.258,0.2445,0.2473,0.26,
17798,MYFW,Return on Assets,,,,0.0021,0.0055,0.0069,0.0152,0.0092,0.008,0.0018,
17799,MYFW,Return on Equity,,,,0.0205,0.0516,0.0655,0.1736,0.1102,0.0944,0.0216,
17800,MYFW,Return on Invested Capital,,,,0.029,0.0498,0.0569,0.1038,0.0661,0.0599,0.0134,
17801,MYFW,Return on Capital Employed,,,0.0094,0.0111,0.0144,0.0185,0.0204,0.0129,0.0161,0.1934,
17802,MYFW,Return on Tangible Assets,,,,0.0011,0.0029,0.0036,0.008,0.0048,0.0042,0.0009,
17803,MYFW,Income Quality Ratio,,,8.3002,-2.6841,3.1521,-2.6861,-3.8041,8.047,2.225,3.3422,
17804,MYFW,Net Income per EBT,,,0.6446,0.404,0.7608,0.7859,0.742,0.7555,0.7527,0.74,
17805,MYFW,Free Cash Flow to Operating Cash Flow Ratio,,,0.9045,1.0919,0.9599,1.0193,1.0129,0.9873,0.9385,0.8656,
17806,MYFW,EBT to EBIT Ratio,,,0.4136,0.465,0.476,0.4396,0.8205,0.8344,0.6254,0.0866,
17807,MYFW,EBIT to Revenue,,,0.1588,0.1948,0.2732,0.3586,0.4142,0.3383,31.7261,0.4843,
17808,MYGN,Gross Margin,0.7962,0.7913,0.7781,0.7706,0.7638,0.7638,0.6801,0.7139,0.7022,,
17809,MYGN,Operating Margin,0.1856,0.2213,0.064,0.1536,0.0089,0.0089,-0.3497,-0.0705,-0.1823,,
17810,MYGN,Net Profit Margin,0.1109,0.1662,0.0283,0.1696,0.0054,0.0054,-0.4016,-0.0394,-0.1651,,
17811,MYGN,Interest Coverage Ratio,inf,inf,16.2833,54.0938,6.7167,6.7167,-inf,2.1364,-21.1875,,
17812,MYGN,Income Before Tax Profit Margin,0.1866,0.2241,0.0556,0.1513,0.009,0.0002,-0.5093,-0.0827,-0.2073,,
17813,MYGN,Effective Tax Rate,0.4055,0.2581,0.4965,-0.1189,-0.5714,-22.0,-0.2111,0.5236,0.2034,,
17814,MYGN,Return on Assets,,0.1522,0.0207,0.1092,0.0034,0.0029,-0.1501,-0.0199,-0.0889,,
17815,MYGN,Return on Equity,,0.1777,0.0286,0.1503,0.0045,0.0042,-0.2271,-0.0294,-0.1208,,
17816,MYGN,Return on Invested Capital,,0.1777,0.5227,0.1415,0.3001,0.2606,-0.203,-0.028,-0.1071,,
17817,MYGN,Return on Capital Employed,0.1934,0.209,0.0488,0.1122,0.0084,0.0084,-0.1287,-0.0452,-0.1294,,
17818,MYGN,Return on Tangible Assets,,0.1088,0.0128,0.0655,0.002,0.0017,-0.0851,-0.0118,-0.0564,,
17819,MYGN,Income Quality Ratio,1.7519,1.3272,4.8716,0.8847,18.1957,18.1957,0.1203,-0.6691,0.9491,,
17820,MYGN,Net Income per EBT,0.5945,0.7419,0.5058,1.1187,23.0,23.0,1.3657,0.4764,0.7966,,
17821,MYGN,Free Cash Flow to Operating Cash Flow Ratio,0.8299,0.9699,0.9426,0.9275,0.8973,0.8973,1.4907,0.011,1.4262,,
17822,MYGN,EBT to EBIT Ratio,1.0,1.0,0.8778,0.9734,0.0164,0.0164,1.0,1.1307,1.0233,,
17823,MYGN,EBIT to Revenue,0.1866,0.2241,0.0637,0.1557,0.0143,0.0143,-0.2941,-0.0731,-0.2025,,
17824,MYPS,Gross Margin,,,,,0.6584,0.6647,0.6611,0.6812,0.7058,0.6042,
17825,MYPS,Operating Margin,,,,,0.0441,0.0716,0.1162,-0.0005,-0.0106,-0.0061,
17826,MYPS,Net Profit Margin,,,,,0.0172,0.0569,0.0475,0.0374,-0.0613,-0.0624,
17827,MYPS,Interest Coverage Ratio,,,,,inf,160.1932,377.1972,116.0043,-16.8696,inf,
17828,MYPS,Income Before Tax Profit Margin,,,,,0.0296,0.0735,0.0413,0.0365,-0.0814,-0.0081,
17829,MYPS,Effective Tax Rate,,,,,0.5123,0.226,-0.1501,-0.0246,0.2471,-6.6956,
17830,MYPS,Return on Assets,,,,,,0.1421,0.1096,0.0458,-0.0518,-0.054,
17831,MYPS,Return on Equity,,,,,,0.1872,0.1452,0.0537,-0.0587,-0.0657,
17832,MYPS,Return on Invested Capital,,,,,,0.1848,0.1452,0.0537,-0.0572,-0.0629,
17833,MYPS,Return on Capital Employed,,,,,0.0886,0.2043,0.112,0.0351,-0.0804,-0.0079,
17834,MYPS,Return on Tangible Assets,,,,,,0.0916,0.0716,0.0335,-0.0392,-0.0375,
17835,MYPS,Income Quality Ratio,,,,,13.0149,2.6508,3.7792,3.1551,-1.8773,-2.6671,
17836,MYPS,Net Income per EBT,,,,,0.5318,0.774,1.1501,1.0246,0.7529,7.6956,
17837,MYPS,Free Cash Flow to Operating Cash Flow Ratio,,,,,0.9028,0.2992,0.4421,-0.2073,0.0001,0.3722,
17838,MYPS,EBT to EBIT Ratio,,,,,1.0,0.9852,0.9874,0.9781,0.9246,1.0,
17839,MYPS,EBIT to Revenue,,,,,0.0324,0.0746,0.0418,0.0373,-0.088,-0.0081,
17840,MYRG,Gross Margin,0.1403,0.1152,0.1179,0.0891,0.1091,0.1034,0.1227,0.1301,0.1143,0.0987,
17841,MYRG,Operating Margin,0.0619,0.0422,0.0339,0.0211,0.0329,0.0276,0.0385,0.0475,0.0382,0.0343,
17842,MYRG,Net Profit Margin,0.0387,0.0257,0.0188,0.0151,0.0203,0.0182,0.0261,0.034,0.0277,0.025,
17843,MYRG,Interest Coverage Ratio,127.1842,111.8354,59.9507,26.1752,24.7056,16.3364,29.1471,91.587,48.5762,37.2579,
17844,MYRG,Income Before Tax Profit Margin,0.0614,0.0417,0.0336,0.0176,0.0281,0.0244,0.0362,0.0466,0.038,0.0343,
17845,MYRG,Effective Tax Rate,0.3694,0.3837,0.4411,0.1415,0.2734,0.2821,0.278,0.2691,0.2699,0.2721,
17846,MYRG,Return on Assets,,0.0523,0.039,0.0359,0.046,0.0429,0.0586,0.0803,0.0662,0.0604,
17847,MYRG,Return on Equity,,0.0837,0.0723,0.0769,0.1017,0.1094,0.1481,0.1793,0.1545,0.1502,
17848,MYRG,Return on Invested Capital,,0.0837,0.0652,0.0607,0.079,0.0776,0.1134,0.1657,0.1414,0.1339,
17849,MYRG,Return on Capital Employed,0.1684,0.1305,0.1148,0.0656,0.1,0.0952,0.1556,0.1897,0.1609,0.1502,
17850,MYRG,Return on Tangible Assets,,0.0374,0.0263,0.0232,0.0291,0.0259,0.0354,0.0502,0.0407,0.0365,
17851,MYRG,Income Quality Ratio,1.5044,1.575,2.5426,-0.4348,2.7094,1.7921,2.9811,1.6143,2.0087,0.7805,
17852,MYRG,Net Income per EBT,0.6306,0.6163,0.5589,0.8585,0.7253,0.726,0.722,0.7309,0.7301,0.7279,
17853,MYRG,Free Cash Flow to Operating Cash Flow Ratio,0.2898,-0.0837,0.5344,4.3532,0.402,0.109,0.7468,0.6184,0.5399,-0.1932,
17854,MYRG,EBT to EBIT Ratio,0.9877,0.9835,0.9672,0.9045,0.9215,0.8929,0.9469,0.9848,0.9697,0.962,
17855,MYRG,EBIT to Revenue,0.0622,0.0424,0.0347,0.0194,0.0304,0.0281,0.0382,0.0473,0.0391,0.0357,
17856,NABL,Gross Margin,,,,,0.7488,0.7825,0.7914,0.8487,0.8423,0.8369,
17857,NABL,Operating Margin,,,,,0.0822,0.1389,0.1115,0.0962,0.1275,0.1708,
17858,NABL,Net Profit Margin,,,,,-0.06,-0.0095,-0.0236,0.0003,0.0449,0.0555,
17859,NABL,Interest Coverage Ratio,,,,,2.1665,2.6845,3.2063,3.2415,3.7486,3.0459,
17860,NABL,Income Before Tax Profit Margin,,,,,-0.0766,0.0121,0.016,0.0335,0.0818,0.1051,
17861,NABL,Effective Tax Rate,,,,,0.2172,1.7867,2.4741,0.9903,0.4509,0.4718,
17862,NABL,Return on Assets,,,,,,-0.0024,-0.0068,0.0001,0.0157,0.0209,
17863,NABL,Return on Equity,,,,,,-0.0045,-0.012,0.0002,0.0265,0.0346,
17864,NABL,Return on Invested Capital,,,,,,-0.0025,-0.0072,0.2138,0.0166,0.0223,
17865,NABL,Return on Capital Employed,,,,,0.0167,0.0377,0.0322,0.0322,0.0485,0.069,
17866,NABL,Return on Tangible Assets,,,,,,-0.0015,-0.0046,0.0001,0.011,0.0149,
17867,NABL,Income Quality Ratio,,,,,-3.8216,-10.1672,-11.9677,401.2478,4.2744,3.848,
17868,NABL,Net Income per EBT,,,,,0.7828,-0.7867,-1.4741,0.0097,0.5491,0.5282,
17869,NABL,Free Cash Flow to Operating Cash Flow Ratio,,,,,0.8103,0.6783,0.8116,0.2318,0.7058,0.7521,
17870,NABL,EBT to EBIT Ratio,,,,,-1.0269,0.0863,0.1472,0.3615,0.6174,0.5944,
17871,NABL,EBIT to Revenue,,,,,0.0746,0.1404,0.1089,0.0925,0.1325,0.1768,
17872,NAPA,Gross Margin,,,,,,0.4685,0.5058,0.4972,0.4971,0.5352,0.5301
17873,NAPA,Operating Margin,,,,,,0.1753,0.2335,0.2498,0.2344,0.263,0.2339
17874,NAPA,Net Profit Margin,,,,,,0.0916,0.1196,0.1663,0.1616,0.172,0.1381
17875,NAPA,Interest Coverage Ratio,,,,,,3.2165,4.795,6.8273,14.2503,11.4108,7.2922
17876,NAPA,Income Before Tax Profit Margin,,,,,,0.1241,0.1582,0.2287,0.2221,0.2344,0.1895
17877,NAPA,Effective Tax Rate,,,,,,0.2619,0.2437,0.2729,0.2722,0.2666,0.2708
17878,NAPA,Return on Assets,,,,,,,0.0279,0.0478,0.0494,0.0533,0.0354
17879,NAPA,Return on Equity,,,,,,,0.0508,0.0768,0.0721,0.0766,0.0506
17880,NAPA,Return on Invested Capital,,,,,,,0.0313,0.1498,0.0556,0.06,0.0399
17881,NAPA,Return on Capital Employed,,,,,,0.0454,0.0549,0.0804,0.0751,0.0834,0.0542
17882,NAPA,Return on Tangible Assets,,,,,,,0.017,0.0308,0.0335,0.0368,0.0249
17883,NAPA,Income Quality Ratio,,,,,,1.9215,1.7042,1.1483,1.1429,1.0116,0.0743
17884,NAPA,Net Income per EBT,,,,,,0.7381,0.7563,0.7271,0.7277,0.7335,0.7292
17885,NAPA,Free Cash Flow to Operating Cash Flow Ratio,,,,,,0.5668,0.7531,0.787,0.3514,-0.0392,-5.7228
17886,NAPA,EBT to EBIT Ratio,,,,,,0.5885,0.7049,0.8497,0.9243,0.8896,0.8093
17887,NAPA,EBIT to Revenue,,,,,,0.2109,0.2244,0.2692,0.2402,0.2635,0.2341
17888,NAT,Gross Margin,0.0245,0.3093,0.1687,-0.1133,-0.0592,0.1433,0.2786,-0.3501,0.162,0.5751,
17889,NAT,Operating Margin,-0.0136,0.2874,0.1492,-0.1556,-0.1336,-0.1133,0.0386,-0.4728,0.1234,0.4878,
17890,NAT,Net Profit Margin,-0.0365,0.2572,-0.0125,-0.2541,-0.3298,-0.0329,0.1411,-0.6104,0.0445,0.3765,
17891,NAT,Interest Coverage Ratio,6.1872,19.4107,16.3693,2.6602,0.7421,0.7303,2.5893,-0.9177,3.4111,6.1738,
17892,NAT,Income Before Tax Profit Margin,-0.0411,0.2572,0.1183,-0.2541,-0.303,-0.0326,0.1411,-0.6101,0.0445,0.3765,
17893,NAT,Effective Tax Rate,-0.0033,0.0008,0.0024,-0.0011,-0.0009,-0.0069,0.0013,-0.0005,-0.0191,0.0012,
17894,NAT,Return on Assets,,0.0951,-0.0034,-0.0576,-0.0814,-0.0099,0.0499,-0.1273,0.0169,0.1122,
17895,NAT,Return on Equity,,0.1301,-0.0051,-0.0882,-0.1321,-0.0174,0.0838,-0.2079,0.0277,0.1831,
17896,NAT,Return on Invested Capital,,0.2029,0.096,-0.0167,-0.0753,0.0038,0.1202,-0.1202,0.044,0.2236,
17897,NAT,Return on Capital Employed,-0.0005,0.1026,0.0034,-0.0441,-0.0633,0.0288,0.0873,-0.1114,0.0518,0.1581,
17898,NAT,Return on Tangible Assets,,0.0745,-0.0026,-0.0428,-0.0588,-0.0069,0.0355,-0.0917,0.0122,0.0809,
17899,NAT,Income Quality Ratio,-4.4877,1.5214,-28.6773,-0.1549,0.169,-5.1061,2.2174,0.2595,1.5982,1.4127,
17900,NAT,Net Income per EBT,1.0037,0.9992,1.0234,1.0011,1.0008,1.0069,0.9987,1.0005,1.0195,0.9988,
17901,NAT,Free Cash Flow to Operating Cash Flow Ratio,-0.2883,-0.0744,-0.0828,-0.1835,1.3024,0.9521,0.8371,1.3987,-2.9536,0.4717,
17902,NAT,EBT to EBIT Ratio,24.6828,0.9136,-0.9769,1.3723,1.4544,-0.3692,0.6141,1.2835,0.3538,0.7729,
17903,NAT,EBIT to Revenue,-0.0015,0.2817,0.0125,-0.185,-0.2265,0.0884,0.23,-0.4753,0.1234,0.4877,
17904,NATH,Gross Margin,0.3371,0.3899,0.4266,0.4025,0.4226,0.4179,0.5108,0.3835,0.3796,0.3471,
17905,NATH,Operating Margin,0.2014,0.2474,0.2719,0.2601,0.2747,0.263,0.3364,0.2599,0.2634,0.2345,
17906,NATH,Net Profit Margin,0.1181,0.0604,0.0774,0.0252,0.211,0.13,0.146,0.1183,0.15,0.1415,
17907,NATH,Interest Coverage Ratio,25.9939,1.7921,1.8805,2.0934,2.7046,2.6795,2.5184,3.0505,4.5957,6.2822,
17908,NATH,Income Before Tax Profit Margin,0.1958,0.1029,0.1221,0.0395,0.2888,0.1743,0.2021,0.1613,0.2049,0.198,
17909,NATH,Effective Tax Rate,0.3969,0.4129,0.3659,0.3604,0.2692,0.2542,0.2773,0.2665,0.2679,0.2854,
17910,NATH,Return on Assets,,0.078,0.1,0.0332,0.2465,0.1346,0.1035,0.1452,0.2862,0.358,
17911,NATH,Return on Equity,,-0.0922,-0.1078,-0.0348,-0.2778,-0.1968,-0.1719,-0.2315,-0.3942,-0.5063,
17912,NATH,Return on Invested Capital,,0.1018,0.1279,0.3787,0.3813,0.2343,0.1834,0.2546,0.5268,0.7394,
17913,NATH,Return on Capital Employed,0.2783,0.4145,0.393,0.2851,0.5064,0.3156,0.2752,0.4617,0.8245,0.9266,
17914,NATH,Return on Tangible Assets,,0.0273,0.034,0.0112,0.0849,0.0499,0.0396,0.055,0.1045,0.1316,
17915,NATH,Income Quality Ratio,1.1352,2.0472,1.391,7.1719,0.5191,0.9192,1.0624,1.2119,1.0109,1.0197,
17916,NATH,Net Income per EBT,0.6031,0.5871,0.6341,0.6396,0.7308,0.7458,0.7227,0.7335,0.7321,0.7146,
17917,NATH,Free Cash Flow to Operating Cash Flow Ratio,0.8842,0.9099,0.8917,0.9702,0.9599,0.9295,0.9532,0.9614,0.9684,0.9844,
17918,NATH,EBT to EBIT Ratio,0.9596,0.4151,0.446,0.2323,0.7316,0.6295,0.5911,0.6465,0.7759,0.8368,
17919,NATH,EBIT to Revenue,0.204,0.2479,0.2739,0.1699,0.3947,0.2769,0.3419,0.2496,0.2641,0.2367,
17920,NATL,Gross Margin,,,,,,,0.224,0.2513,0.2105,0.2226,
17921,NATL,Operating Margin,,,,,,,0.0722,0.0699,0.0589,0.0647,
17922,NATL,Net Profit Margin,,,,,,,0.0639,0.0524,-0.0651,-0.032,
17923,NATL,Interest Coverage Ratio,,,,,,,41.5,8.3061,2.0395,5.8333,
17924,NATL,Income Before Tax Profit Margin,,,,,,,0.0802,0.0707,-0.005,0.0255,
17925,NATL,Effective Tax Rate,,,,,,,0.2,0.255,-11.9545,2.2336,
17926,NATL,Return on Assets,,,,,,,,,-0.05,-0.0233,
17927,NATL,Return on Equity,,,,,,,,,-0.1015,-0.0755,
17928,NATL,Return on Invested Capital,,,,,,,,,-0.0715,-0.0355,
17929,NATL,Return on Capital Employed,,,,,,,,0.0756,0.0527,0.0488,
17930,NATL,Return on Tangible Assets,,,,,,,,,-0.0305,-0.0129,
17931,NATL,Income Quality Ratio,,,,,,,2.1354,2.4011,2.5607,-2.6894,
17932,NATL,Net Income per EBT,,,,,,,0.7992,0.744,13.5238,-1.2762,
17933,NATL,Free Cash Flow to Operating Cash Flow Ratio,,,,,,,0.9268,0.7528,0.646,0.6282,
17934,NATL,EBT to EBIT Ratio,,,,,,,0.9755,0.8361,-0.0905,0.5385,
17935,NATL,EBIT to Revenue,,,,,,,0.0819,0.0842,0.0532,0.0465,
17936,NATR,Gross Margin,0.75,0.7372,0.7334,0.7338,0.7377,0.7407,0.7371,0.74,0.7105,0.6946,
17937,NATR,Operating Margin,0.052,0.0427,0.0294,0.0041,0.0147,0.0445,0.0558,0.0781,0.0385,0.0549,
17938,NATR,Net Profit Margin,0.0273,0.0452,0.0063,-0.0378,-0.0023,0.0187,0.0554,0.065,0.0013,0.0339,
17939,NATR,Interest Coverage Ratio,125.4385,141.5154,927.9375,34.6747,39.4083,746.9302,362.3529,204.744,128.2731,525.5797,
17940,NATR,Income Before Tax Profit Margin,0.0519,0.0409,0.0272,0.0094,0.0088,0.0432,0.0592,0.0717,0.0361,0.0454,
17941,NATR,Effective Tax Rate,-0.0391,0.131,0.9272,5.2883,1.3756,0.557,-0.006,0.0508,0.9639,0.1874,
17942,NATR,Return on Assets,,0.0739,0.0105,-0.0646,-0.0044,0.0333,0.0923,0.1135,0.0023,0.0629,
17943,NATR,Return on Equity,,0.1108,0.0159,-0.1027,-0.0071,0.0541,0.1489,0.1811,0.0036,0.0983,
17944,NATR,Return on Invested Capital,,0.1656,0.0686,-0.0805,-0.0067,0.0486,0.1256,0.2648,0.0031,0.0885,
17945,NATR,Return on Capital Employed,0.0681,0.1123,0.0754,0.031,0.0311,0.1001,0.1184,0.1686,0.0942,0.1094,
17946,NATR,Return on Tangible Assets,,0.0554,0.0078,-0.047,-0.0032,0.024,0.0668,0.0827,0.0016,0.0462,
17947,NATR,Income Quality Ratio,1.4471,0.7441,5.0622,-0.7617,-18.1639,1.2332,1.6403,1.1457,1.2909,2.7345,
17948,NATR,Net Income per EBT,1.0801,0.8941,0.1993,-3.1589,-0.2407,0.4371,1.0065,0.947,0.0361,0.7993,
17949,NATR,Free Cash Flow to Operating Cash Flow Ratio,-0.8534,-1.2168,-2.3764,0.4773,0.7786,0.4027,0.8698,0.8074,-9.7437,0.7458,
17950,NATR,EBT to EBIT Ratio,0.9802,0.9921,0.9985,0.9341,0.9017,0.9972,0.9952,0.9919,0.9839,0.9964,
17951,NATR,EBIT to Revenue,0.0258,0.051,0.0315,0.0128,0.0108,0.0429,0.0553,0.0692,0.0367,0.0425,
17952,NAUT,Gross Margin,,,,,,,-inf,-inf,-inf,-inf,
17953,NAUT,Operating Margin,,,,,-inf,-inf,-inf,-inf,-inf,-inf,
17954,NAUT,Net Profit Margin,,,,,inf,-inf,-inf,-inf,-inf,-inf,
17955,NAUT,Interest Coverage Ratio,,,,,inf,inf,-inf,-inf,-10.3511,-inf,
17956,NAUT,Income Before Tax Profit Margin,,,,,inf,-inf,-inf,-inf,-inf,-inf,
17957,NAUT,Effective Tax Rate,,,,,1.178,17.8116,-0.137,-0.0518,-0.1004,-0.0,
17958,NAUT,Return on Assets,,,,,,-0.0001,-0.3017,-0.2081,-0.1703,-0.1942,
17959,NAUT,Return on Equity,,,,,,-0.0008,2.677,-0.3014,-0.1879,-0.2195,
17960,NAUT,Return on Invested Capital,,,,,,-0.0001,-0.1165,-0.273,-0.1725,-0.1974,
17961,NAUT,Return on Capital Employed,,,,,9.3592,-0.01,-0.1644,-0.1215,-0.1518,-0.2148,
17962,NAUT,Return on Tangible Assets,,,,,,-0.0001,-0.1428,-0.159,-0.1557,-0.1742,
17963,NAUT,Income Quality Ratio,,,,,-0.3803,1.0046,0.8961,0.7799,0.7908,0.8121,
17964,NAUT,Net Income per EBT,,,,,0.4591,0.0532,1.1587,1.0546,1.1004,1.0,
17965,NAUT,Free Cash Flow to Operating Cash Flow Ratio,,,,,1.0,1.0958,1.0658,1.0578,1.0507,1.0472,
17966,NAUT,EBT to EBIT Ratio,,,,,1.0,1.0,1.0,1.0,1.1116,1.0,
17967,NAUT,EBIT to Revenue,,,,,inf,-inf,-inf,-inf,-inf,-inf,
17968,NAVI,Gross Margin,0.7238,0.7041,0.6231,0.5631,0.4883,0.507,0.4289,0.4541,0.6816,0.8342,
17969,NAVI,Operating Margin,0.3215,0.3211,0.2699,0.1321,2.182,0.3823,0.3152,0.4233,1.6862,0.8008,
17970,NAVI,Net Profit Margin,0.3215,0.3214,0.2699,0.1321,0.2054,0.2991,0.2441,0.3243,0.3713,0.0473,
17971,NAVI,Interest Coverage Ratio,1.8905,0.486,1.891,1.5954,1.5466,1.5834,0.6935,1.386,1.7697,1.3794,
17972,NAVI,Income Before Tax Profit Margin,0.514,0.5158,0.4392,0.3455,0.2746,0.3823,0.3152,0.4233,0.4761,0.0649,
17973,NAVI,Effective Tax Rate,0.3745,0.3775,0.3854,0.6178,0.2519,0.2176,0.2256,0.234,0.2201,0.2716,
17974,NAVI,Return on Assets,,0.0071,0.0053,0.0025,0.0036,0.006,0.0045,0.0085,0.0085,0.0035,
17975,NAVI,Return on Equity,,0.2433,0.1764,0.081,0.1123,0.1731,0.1422,0.2837,0.0191,0.0037,
17976,NAVI,Return on Invested Capital,,0.009,0.0071,0.004,0.0052,0.0076,0.0059,0.0099,0.007,0.0025,
17977,NAVI,Return on Capital Employed,0.0271,0.0279,0.0299,0.0339,0.0442,0.0492,0.0319,0.0288,0.0448,0.0669,
17978,NAVI,Return on Tangible Assets,,0.0036,0.0027,0.0013,0.0018,0.0031,0.0023,0.0043,0.0043,0.0018,
17979,NAVI,Income Quality Ratio,1.4482,1.9177,1.9927,3.9623,2.8861,1.7069,2.3956,0.9791,0.4729,2.9649,
17980,NAVI,Net Income per EBT,0.6255,0.6227,0.6146,0.3822,0.7481,0.7824,0.7744,0.766,0.7799,0.7284,
17981,NAVI,Free Cash Flow to Operating Cash Flow Ratio,1.0,6.6366,1.0,7.2939,1.0,1.0,1.0,1.0,1.0,1.0,
17982,NAVI,EBT to EBIT Ratio,0.471,0.4356,0.3122,0.2046,0.1258,0.1795,0.2064,0.4156,0.2823,0.0819,
17983,NAVI,EBIT to Revenue,1.0912,1.1847,1.4067,1.6893,2.182,2.1298,1.5273,1.0185,1.6862,0.7925,
17984,NBBK,Gross Margin,,,,,,,,1.0,1.0,1.0,
17985,NBBK,Operating Margin,,,,,,,,0.3207,0.3215,0.0813,
17986,NBBK,Net Profit Margin,,,,,,,,0.2504,0.2657,0.0675,
17987,NBBK,Interest Coverage Ratio,,,,,,,,2.3541,2.4995,0.1622,
17988,NBBK,Income Before Tax Profit Margin,,,,,,,,0.3207,0.3215,0.0813,
17989,NBBK,Effective Tax Rate,,,,,,,,0.2192,0.1738,0.1705,
17990,NBBK,Return on Assets,,,,,,,,,0.0092,0.0024,
17991,NBBK,Return on Equity,,,,,,,,,0.0897,0.0178,
17992,NBBK,Return on Invested Capital,,,,,,,,,0.0624,0.0117,
17993,NBBK,Return on Capital Employed,,,,,,,,0.0688,0.0693,0.1027,
17994,NBBK,Return on Tangible Assets,,,,,,,,,0.0088,0.0023,
17995,NBBK,Income Quality Ratio,,,,,,,,2.0322,1.3209,5.3902,
17996,NBBK,Net Income per EBT,,,,,,,,0.7808,0.8262,0.8295,
17997,NBBK,Free Cash Flow to Operating Cash Flow Ratio,,,,,,,,0.9588,0.786,0.9459,
17998,NBBK,EBT to EBIT Ratio,,,,,,,,0.6863,0.7006,0.1158,
17999,NBBK,EBIT to Revenue,,,,,,,,0.4672,0.4589,0.7024,
18000,NBHC,Gross Margin,0.9852,0.9808,0.9766,0.979,0.9797,1.0,1.0,1.0,1.0,0.9926,
18001,NBHC,Operating Margin,0.0461,0.0862,0.2607,0.3244,0.3634,0.3424,0.3436,0.4032,0.3219,-0.0177,
18002,NBHC,Net Profit Margin,0.0441,0.0253,0.1213,0.0769,0.2287,0.2717,0.2658,0.3141,0.2094,0.2521,
18003,NBHC,Interest Coverage Ratio,2.9615,2.6199,4.3045,4.1078,4.5255,3.0089,4.9403,9.3058,6.7376,0.3069,
18004,NBHC,Income Before Tax Profit Margin,0.0593,0.0411,0.1368,0.1891,0.2742,0.3424,0.3436,0.4032,0.2695,0.3116,
18005,NBHC,Effective Tax Rate,0.2565,0.3841,0.1133,0.5935,0.166,0.2063,0.2263,0.2208,0.2227,0.1911,
18006,NBHC,Return on Assets,,0.001,0.005,0.0031,0.0117,0.0139,0.0141,0.0135,0.0085,0.0146,
18007,NBHC,Return on Equity,,0.0069,0.04,0.0273,0.1001,0.1099,0.1116,0.1127,0.0738,0.1233,
18008,NBHC,Return on Invested Capital,,0.0155,0.0478,0.0388,0.0942,0.1054,0.123,0.1378,0.0844,0.1139,
18009,NBHC,Return on Capital Employed,0.0056,0.0048,0.0089,0.0112,0.0172,0.0783,0.0723,0.0666,0.0369,0.0742,
18010,NBHC,Return on Tangible Assets,,0.0006,0.0027,0.0016,0.0062,0.0096,0.0095,0.0095,0.0056,0.0077,
18011,NBHC,Income Quality Ratio,-0.301,-7.714,-0.1707,3.9879,1.1973,0.5285,-0.1114,1.9176,3.0114,1.1138,
18012,NBHC,Net Income per EBT,0.7435,0.6159,0.8867,0.4065,0.834,0.7937,0.7737,0.7792,0.7773,0.8089,
18013,NBHC,Free Cash Flow to Operating Cash Flow Ratio,1.5739,1.1349,3.628,0.9034,0.9147,0.7362,1.441,0.9713,0.9421,0.7668,
18014,NBHC,EBT to EBIT Ratio,0.4613,0.354,0.6372,0.6644,0.7547,0.7336,0.8205,0.8968,0.837,0.8795,
18015,NBHC,EBIT to Revenue,0.1286,0.1161,0.2148,0.2846,0.3634,0.4667,0.4188,0.4495,0.3219,0.3543,
18016,NBN,Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
18017,NBN,Operating Margin,0.4656,0.4632,0.5679,0.6066,0.5881,0.4372,0.7441,0.6369,0.5366,0.3388,
18018,NBN,Net Profit Margin,0.1661,0.1664,0.2212,0.2741,0.2087,0.2987,0.5263,0.4028,0.3636,0.2208,
18019,NBN,Interest Coverage Ratio,2.8547,2.7608,3.3245,2.9811,2.0955,1.9377,9.393,13.5491,1.1722,0.8456,
18020,NBN,Income Before Tax Profit Margin,0.259,0.256,0.361,0.3933,0.2949,0.4372,0.7441,0.588,0.5366,0.3341,
18021,NBN,Effective Tax Rate,0.3587,0.3501,0.3873,0.3031,0.2922,0.3168,0.2927,0.315,0.3224,0.3392,
18022,NBN,Return on Assets,,0.0083,0.012,0.0145,0.012,0.0189,0.0417,0.0224,0.0198,0.0194,
18023,NBN,Return on Equity,,0.0664,0.1031,0.1238,0.0951,0.1429,0.3601,0.1754,0.1622,0.173,
